Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,10mg [2.5/2.5/2.5/2.5mg] 100s (NDC 0378-4543-01),Reverified,11/12/2019,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,12.5mg [3.125/3.125/3.125/3.125mg] 100s (NDC 0378-4544-01),Reverified,11/12/2019,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,15mg [3.75/3.75/3.75/3.75mg] 100s (NDC 0378-4545-01),Reverified,11/12/2019,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,20mg [5/5/5/5mg] 100s (NDC 0378-4546-01),Reverified,11/12/2019,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Mylan Pharmaceuticals Inc.,800-796-9526,30mg [7.5/7.5/7.5/7.5mg] 100s (NDC 0378-4547-01),Reverified,11/12/2019,Out of Stock – Resupply TBD,,,Other,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 5 mg, 100 (NDC 13107-0068-01)",New,09/12/2019,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 10 mg, 100 (NDC 13107-0070-01)",New,09/12/2019,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 15 mg, 100 (NDC 13107-0072-01)",New,09/12/2019,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 20 mg, 100 (NDC 13107-0073-01)",New,09/12/2019,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Aurobindo Pharma,732-839-9400,"Amphetamine Mixed Salts Tablets C-II 30 mg, 100 (NDC 13107-0074-01)",New,09/12/2019,Product under allocation,Stocks available to support customer demand,,Demand increase for the drug,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,12.5  mg 100 count (NDC 0555-0776-02),Reverified,11/18/2019,Product is Available,,,,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,15  mg 100 count (NDC 0555-0777-02),Reverified,11/18/2019,Product is Available,,,,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,7.5  mg 100 count (NDC 0555-0775-02),Reverified,11/18/2019,Product is Available,,,,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,10  mg 100 count (NDC 0555-0972-02),Reverified,11/18/2019,Product is Available,,,,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,20 mg 100 count (NDC 0555-0973-02),Reverified,11/18/2019,Product is Available,,,,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,30 mg 100 count (NDC 0555-0974-02),Reverified,11/18/2019,Product is Available,,,,Psychiatry,Current,,,09/12/2019,,,,,,,
Amphetamine Aspartate; Amphetamine Sulfate; Dextroamphetamine Saccharate; Dextroamphetamine Sulfate Tablets,Teva Pharmaceuticals,800-545-8800,5 mg 100 count (NDC 0555-0971-02),Reverified,11/18/2019,Product is Available,,,,Psychiatry,Current,,,09/12/2019,,,,,,,
Anagrelide Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,1 MG 100 Capsules (NDC 0172-5240-60),Revised,11/21/2019,Allocating inventory,Rolling backorders into December 2019; Expected recovery March 2020,,Requirements related to complying with good manufacturing practices,Hematology,Current,,,10/29/2019,,,,,,,
Anagrelide Hydrochloride Capsules,Teva Pharmaceuticals,800-545-8800,0.5 MG 100 Capsules (NDC 0172-5241-60),Revised,11/21/2019,Allocating inventory,Rolling backorders into December 2019; Expected recovery March 2020,,Requirements related to complying with good manufacturing practices,Hematology,Current,,,10/29/2019,,,,,,,
Anagrelide Hydrochloride Capsules,Shire US Inc. now part of Takeda,800-828-2088,"AGRYLIN 0.5 mg Capsule,100 capsules in 1 bottle (NDC 54092-063-01)",New,10/29/2019,Available,Takeda is actively working to mitigate a recent unexpected increase in demand for the product.,,Demand increase for the drug,Hematology,Current,,,10/29/2019,,,,,,,
Anagrelide Hydrochloride Capsules,Torrent Pharma Inc.,908-280-3333,0.5 mg per capsule Bottles of 100 (NDC 13668-453-01),Revised,11/21/2019,Estimated availability: January 2020,,,Requirements related to complying with good manufacturing practices,Hematology,Current,,,10/29/2019,,,,,,,
Anagrelide Hydrochloride Capsules,Torrent Pharma Inc.,908-280-3333,"1 mg per capsule, Bottles of 100 (NDC 13668-462-01)",Revised,11/21/2019,Available,,,Requirements related to complying with good manufacturing practices,Hematology,Current,,,10/29/2019,,,,,,,
Aprepitant (Emend) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,40-mg capsules unit-of-use package of 1 (NDC 0006-0464-10),New,12/03/2018,,,,,Gastroenterology,To be Discontinued,12/03/2018,12/03/2018,12/03/2018,,,,,,,
Aprepitant (Emend) Capsules,Merck Sharp & Dohme Corp.,800-672-6372,40-mg capsules unit-of-use package of 5 (NDC 0006-0464-05),New,12/03/2018,,,,,Gastroenterology,To be Discontinued,12/03/2018,12/03/2018,12/03/2018,,,,,,,
Asparaginase Erwinia Chrysanthemi (Erwinaze),"Jazz Pharmaceuticals, Inc.",800-520-5568,"ERWINAZE 10,000 IU lyophilized powder supplied in a clear 3 mL glass vial 5 vial carton (NDC 57902-249-05)",Revised,11/07/2019,Out of stock.  Availability expected by end of November or early December 2019 at the earliest. For further information and to sign up for supply alerts by Jazz Pharmaceuticals please visit Erwinazesupply.com  https://erwinazesupply.com/,,,Other,Hematology;Oncology;Pediatric,Current,,,10/14/2016,,,,,https://www.fda.gov/media/131684/download,,
Asparaginase Erwinia Chrysanthemi (Erwinaze),"Jazz Pharmaceuticals, Inc.",800-520-5568,"ERWINAZE 10,000 IU lyophilized powder supplied in a clear 3 mL glass vial 1 vial (NDC 57902-249-01)",Revised,11/07/2019,Out of stock.  Availability expected by end of November or early December 2019 at the earliest. For further information and to sign up for supply alerts by Jazz Pharmaceuticals please visit Erwinazesupply.com  https://erwinazesupply.com/,,,Other,Hematology;Oncology;Pediatric,Current,,,10/14/2016,,,,,https://www.fda.gov/media/131684/download,,
"Atracurium Besylate Injection, USP",Mylan Institutional,800-796-9526,"10 mg/mL, 10 mL, 10PK (NDC 67457-698-10)",New,09/24/2019,,,,,Anesthesia,To be Discontinued,09/24/2019,09/24/2019,09/24/2019,,,,,,,
"Atracurium Besylate Injection, USP",Mylan Institutional,800-796-9526,"10 mg/mL, 5 mL, 10 PK (NDC 67457-699-05)",New,09/24/2019,,,,,Anesthesia,To be Discontinued,09/24/2019,09/24/2019,09/24/2019,,,,,,,
Atropine Sulfate Injection,"Fresenius Kabi USA, LLC",888-386-1300,8 mg per 20 mL (0.4 mg per mL); MDV; (NDC 63323-580-20),Revised,11/12/2019,Available,Check wholesaler inventory,,Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,,,,,,,,,,
Atropine Sulfate Injection,"Amphastar Pharmaceuticals, Inc./IMS",800-423-4136,"0.1 mg/mL; 10 mL Luer-Jet Prefilled Syringe (NDC 76329-3339-1, Old NDC 0548-3339-00)",Revised,11/06/2019,Available,,,,Anesthesia;Neurology;Pediatric,Current,,,,,,,,,,
Atropine Sulfate Injection,"Hospira, Inc.",844-646-4398,"1 mg/10 mL (0.1 mg/mL); Ansyr Plastic Syringe
(NDC 0409-1630-10)",Revised,11/22/2019,Next Delivery: December 2019; Estimated Recovery: August 2020,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Anesthesia;Neurology;Pediatric,Current,,,,,,,,https://www.fda.gov/drugs/drug-shortages/search-list-extended-use-dates-assist-drug-shortages,,
Atropine Sulfate Injection,"Hospira, Inc.",844-646-4398,"0.25 mg/5 mL (0.05 mg/mL); Ansyr Plastic Syringe
(NDC 0409-9630-05)",Revised,11/22/2019,Next Delivery: December 2019; Estimated Recovery: August 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Anesthesia;Neurology;Pediatric,Current,,,,,,,,https://www.fda.gov/drugs/drug-shortages/search-list-extended-use-dates-assist-drug-shortages,,
Atropine Sulfate Injection,"Hospira, Inc.",844-646-4398,0.5 mg/5 mL (0.1 mg/mL); LifeShield Abboject Glass Syringe (NDC 0409-4910-34),Revised,11/22/2019,Next Delivery: November 2019; Estimated Recovery: August 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Anesthesia;Neurology;Pediatric,Current,,,,,,,,https://www.fda.gov/drugs/drug-shortages/search-list-extended-use-dates-assist-drug-shortages,,
Atropine Sulfate Injection,"Hospira, Inc.",844-646-4398,1 mg/10 mL (0.1 mg/mL); LifeShield Abboject Glass Syringe (NDC 0409-4911-34),Revised,11/22/2019,Next Delivery: November 2019; Estimated Recovery: August 2020,Check Wholesaler for Availability Shortage per Manufacturer: Manufacturing Delay,,Other,Anesthesia;Neurology;Pediatric,Current,,,,,,,,https://www.fda.gov/drugs/drug-shortages/search-list-extended-use-dates-assist-drug-shortages,,
Atropine Sulfate Injection,American Regent/Luitpold,800-645-1706,"0.4 mg/mL, 1 mL single-dose vial, package of 25
(NDC 00517-0401-25)",Reverified,11/12/2019,Limited Availability,"American Regent is currently releasing the 0.4mg/mL, 1 mL vial, NDC 00517-0401-25",,Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,,,,,,,,,,
Atropine Sulfate Injection,American Regent/Luitpold,800-645-1706,"1 mg/mL, 1 mL single-dose vial, package of 25 (NDC 00517-1010-25)",Reverified,11/12/2019,Limited Availability,"American Regent is currently releasing the 1mg/mL, 1 mL vial, (NDC 00517-1010-25)",,Other,Anesthesia;Neurology;Pediatric,Current,,,,,,,,,,
Atropine Sulfate Injection,"Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"0.4 mg/mL, 20 mL vial (NDC 0641-6006-10)",Revised,09/12/2019,Hikma has inventory available.,Additional lots are scheduled for manufacturing in the November – December 2019 timeframe.  Product will be made available as it is released.,,Demand increase for the drug,Anesthesia;Neurology;Pediatric,Current,,,,,,,,,,
Atropine Sulfate Ophthalmic Ointment,Bausch Health,800-321-4576,"1% (10 mg/g), 3.5 g tube (NDC 24208-825-55)",New,10/22/2019,Availability limited to product already in pharmacies until resumption of manufacturing in January 2020,Currently qualifying alternate supplier of inactive ingredient,,Shortage of an inactive ingredient,Ophthalmology,Current,,,10/18/2019,,,,,,,
Avelox® (moxifloxacin HCl) Tablets,Bayer,888-842-2937,Bottles of 30 Tablets (NDC 50419-530-01),New,02/01/2019,,Business decision to discontinue marketing in the US.,,,Anti-Infective,To be Discontinued,02/01/2019,02/01/2019,02/01/2019,,,,,,,
Azacitidine Injection,Teva Pharmaceuticals,800-545-8800,100 mg/1 unit (NDC 0591-2897-49),New,10/30/2019,,The product has not been marketed for an extended period of time. Teva made a business decision to discontinue this product.,,,Oncology,To be Discontinued,10/30/2019,10/30/2019,10/30/2019,,,,,,,
Azithromycin (Azasite) Ophthalmic Solution 1%,Akorn Pharmaceuticals,800-932-5676,Azasite (Azithromycin Ophthalmic Solution) 1% 2.5 mL in 5 mL bottle (NDC 17478-307-03),Revised,09/11/2019,,,,,Ophthalmology,Resolved,09/11/2019,,05/09/2018,,,,,,,
Bacitracin Ophthalmic Ointment,Perrigo Pharmaceuticals,866-634-9120,Bacitracin Ophthalmic Ointment 3.5 g (NDC 0574-4022-35),New,10/23/2019,On backorder. Expected release early January 2020,,,Requirements related to complying with good manufacturing practices,Ophthalmology,Current,,,10/23/2019,,,,,,,
Belatacept (Nulojix) Lyophilized Powder for Injection,Bristol Myers Squibb Co.,800-721-5072 ; 877-417-1523,20cc vial 250mg lyophilized powder per vial for IV infusion (NDC 0003-0371-13),Reverified,09/20/2019,"No disruption to existing patients is anticipated. Until further notice, BMS will continue to limit distribution of NULOJIX via the US NULOJIX Distribution Program, initiated 15-Feb-2017. Starting in August 2018, the restrictions of the NDP will be eased to allow for expansion of use to appropriate new patients if the treating physician determines that Nulojix is the best treatment option for the patient.  For further information, contact BMS Medical Information.",Increased demand for the drug exacerbated by a delay in transition to a more efficient manufacturing process.,,Demand increase for the drug,Transplant,Current,,,03/06/2017,,,,,,,
Benzyl Alcohol (Ulesfia) Lotion 5%,Shionogi Inc.,800-849-9707,Ulesfia (benzyl alcohol) lotion 5% (50 mg/g of lotion) Bottles (NDC 69202-780-08),New,09/18/2019,,"Business decision to discontinue marketing in the US. This product discontinuation is not related to product quality, safety, or efficacy.",,,Dermatology,To be Discontinued,09/18/2019,09/18/2019,09/18/2019,,,,,,,
Benzyl Alcohol (Ulesfia) Lotion 5%,Shionogi Inc.,800-849-9707,Ulesfia (benzyl alcohol) lotion 5% (50 mg/g of lotion) Bottles (NDC 69202-780-88),New,09/18/2019,,"Business decision to discontinue marketing in the US. This product discontinuation is not related to product quality, safety, or efficacy.",,,Dermatology,To be Discontinued,09/18/2019,09/18/2019,09/18/2019,,,,,,,
Benzyl Alcohol (Ulesfia) Lotion 5%,Shionogi Inc.,800-849-9707,Ulesfia (benzyl alcohol) lotion 5% (50 mg/g of lotion) Bottles (NDC 23594-780-08),New,09/18/2019,,"Business decision to discontinue marketing in the US. This product discontinuation is not related to product quality, safety, or efficacy.",,,Dermatology,To be Discontinued,09/18/2019,09/18/2019,09/18/2019,,,,,,,
Benzyl Alcohol (Ulesfia) Lotion 5%,Shionogi Inc.,800-849-9707,Ulesfia (benzyl alcohol) lotion 5% (50 mg/g of lotion) Bottles (NDC 23594-780-88),New,09/18/2019,,"Business decision to discontinue marketing in the US. This product discontinuation is not related to product quality, safety, or efficacy.",,,Dermatology,To be Discontinued,09/18/2019,09/18/2019,09/18/2019,,,,,,,
Bisoprolol Fumarate Tablets,Unichem Pharmaceuticals (USA) Inc.,866-931-0704,"5 mg, 30 count bottle (NDC 29300-126-13)",Revised,06/14/2019,,,Available,,Cardiovascular,Resolved,06/14/2019,,11/21/2018,,,,,,,
Bisoprolol Fumarate Tablets,Unichem Pharmaceuticals (USA) Inc.,866-931-0704,"5 mg, 100 count bottle (NDC 29300-126-01)",Revised,06/14/2019,,,Available,,Cardiovascular,Resolved,06/14/2019,,11/21/2018,,,,,,,
Bisoprolol Fumarate Tablets,Unichem Pharmaceuticals (USA) Inc.,866-931-0704,"10 mg, 30 count bottle (NDC 29300-127-13)",Revised,06/14/2019,,,Available,,Cardiovascular,Resolved,06/14/2019,,11/21/2018,,,,,,,
Bisoprolol Fumarate Tablets,Unichem Pharmaceuticals (USA) Inc.,866-931-0704,"10 mg, 100 count bottle (NDC 29300-127-01)",Revised,06/14/2019,,,Available,,Cardiovascular,Resolved,06/14/2019,,11/21/2018,,,,,,,
Bosentan Tablets,"Janssen Research and Development, LLC",800-526-7736,62.5 mg tablets (NDC 10148-625-60),New,10/15/2019,,,,,Cardiovascular,To be Discontinued,10/15/2019,10/15/2019,10/15/2019,,,,,,,
Bosentan Tablets,"Janssen Research and Development, LLC",800-526-7736,125 mg tablets (NDC 10148-125-60),New,10/15/2019,,,,,Cardiovascular,To be Discontinued,10/15/2019,10/15/2019,10/15/2019,,,,,,,
"Bumetanide Injection, USP","Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"0.25 mg/mL, 4 mL vial (NDC 0641-6008-10)",Revised,10/10/2019,Inventory is currently available.,Additional lots are scheduled to be manufactured in the October - November 2019 timeframe. Product will be made available as it is released.,,Demand increase for the drug,Cardiovascular,Current,,,01/31/2018,,,,,,,
"Bumetanide Injection, USP","Hikma Pharmaceuticals USA, Inc. (formerly West-Ward)",800-631-2174,"0.25 mg/mL, 10 mL vial (NDC 0641-6007-10)",Revised,10/10/2019,Inventory is currently available.,Additional lots are scheduled to be manufactured in the October - November 2019 timeframe. Product will be made available as it is released.,,Demand increase for the drug,Cardiovascular,Current,,,01/31/2018,,,,,,,
"Bumetanide Injection, USP","Hospira, Inc.",844-646-4398,1 mg/4 mL (0.25 mg/mL); Single Dose Glass Fliptop Vial (NDC 00409-1412-04),Reverified,11/22/2019,Next Delivery: December 2019; Estimated Recovery: January 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Cardiovascular,Current,,,12/13/2017,,,,,,,
"Bumetanide Injection, USP","Hospira, Inc.",844-646-4398,2.5 mg/10 mL (0.25 mg/mL); Multiple Dose Glass Fliptop Vial (NDC 00409-1412-10),Reverified,11/22/2019,Next Delivery: December 2019; Estimated Recovery: November 2020,Shortage per Manufacturer: Manufacturing Delay,,Other,Cardiovascular,Current,,,12/13/2017,,,,,,,
"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC",888-386-1300,Sensorcaine w/EPI 0.25% (125 mg per 50 mL) (2.5 mg per mL) MDV (NDC 63323-461-57),Revised,11/15/2019,Backordered. Next release November 2019.,Check wholesalers for inventory.,,Demand increase for the drug,Anesthesia,Current,,,02/20/2018,,,,,,,
"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC",888-386-1300,Sensorcaine w/EPI 0.5% (250 mg per 50 mL) (5 mg per mL) MDV (NDC 63323-463-57),Revised,11/15/2019,Backordered. Next release December 2019.,Check wholesalers for inventory.,,Demand increase for the drug,Anesthesia,Current,,,02/20/2018,,,,,,,
"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC",888-386-1300,Sensorcaine MPF w/EPI 0.25% (25 mg per 10 mL) (2.5 mg per mL) SDV (NDC 63323-468-17),Revised,11/15/2019,Backordered. Next release December 2019.,Check wholesalers for inventory.,,Demand increase for the drug,Anesthesia,Current,,,02/20/2018,,,,,,,
"Bupivacaine Hydrochloride and Epinephrine Injection, USP","Fresenius Kabi USA, LLC",888-386-1300,Sensorcaine MPF w/EPI .25% (75 mg per 30 mL) (2.5 mg per mL) SDV (NDC 63323-468-37),Revised,11/15/2019,Backordered. Next release December 2019.,Check wholesalers for inventory.,,Demand increase for the drug,Anesthesia,Current,,,02/20/2018,,,,,,,
